,Provider Name,Procedures,Provider State,Region,Count Of Services,Charges,Payment,Cluster_22
997,HARBORVIEW MEDICAL CENTER,93,1,1,64476,2537614.4299999997,1082265.6800000002,15
998,HARDIN MEDICAL CENTER,29,1,1,2657,195605.98000000004,104501.25000000003,7
999,HARDIN MEMORIAL HOSPITAL,106,1,1,12323,1412211.9200000006,677622.6900000002,1
1000,HARFORD MEMORIAL HOSPITAL,51,1,1,1841,475553.77000000014,448175.8400000001,0
1001,HARLAN APPALACHIAN REGIONAL HEALTHCARE HOSPITAL,46,1,1,2202,508198.89,201771.97,0
1002,HARLEM HOSPITAL CENTER,33,1,1,630,527347.39,463633.95,0
1003,HARLINGEN MEDICAL CENTER,56,1,1,3360,1381615.2799999998,406593.38999999996,14
1004,HARMON MEMORIAL HOSPITAL,11,1,1,207,77414.95,66620.05,20
1005,HARPER UNIVERSITY HOSPITAL,98,1,1,19164,2115324.1700000013,1145277.7099999997,4
1006,HARRINGTON MEMORIAL HOSPITAL,49,1,1,4360,421562.5300000001,253309.25000000003,0
1007,HARRIS COUNTY HOSPITAL DISTRICT,66,1,1,55060,1049755.2900000007,525933.69,12
1008,HARRIS HOSPITAL,31,1,1,1042,733476.72,125456.71,7
1009,HARRISBURG MEDICAL CENTER,36,1,1,2189,296699.22,132822.09999999998,7
1010,HARRISON MEDICAL CENTER,111,1,1,19727,3943925.6699999995,1013495.3600000009,16
1011,HARRISON MEMORIAL HOSPITAL,31,1,1,2011,237977.46,140016.61999999997,7
1012,HART COUNTY HOSPITAL,14,1,1,599,124007.83999999998,51243.329999999994,20
1013,HARTFORD HOSPITAL,120,1,1,30369,3420118.009999998,1351537.1300000008,4
1014,HARTON REGIONAL MEDICAL CENTER,86,1,1,5233,2384652.6199999996,526483.2100000001,1
1015,HARTSELLE MEDICAL CENTER,23,1,1,533,627955.7800000001,90222.81000000003,7
1016,HAVASU REGIONAL MEDICAL CENTER,86,1,1,6374,2862562.4299999997,631958.9400000005,1
1017,HAWAII MEDICAL CENTER EAST,24,1,1,1914,519625.16,207489.66000000006,7
1018,HAWAII MEDICAL CENTER WEST,34,1,1,1137,767163.6000000002,299695.99000000005,0
1019,HAYS MEDICAL CENTER,55,1,1,1429,2391967.439999999,666967.4000000003,14
1020,HAYWOOD PARK COMMUNITY HOSPITAL,16,1,1,417,101539.18000000001,60563.590000000004,20
1021,HAZARD ARH REGIONAL MEDICAL CENTER,77,1,1,3966,2095246.2300000007,632051.8799999999,1
1022,HAZEL HAWKINS MEMORIAL HOSPITAL,28,1,1,1297,780878.9400000002,209678.55,7
1023,HAZLETON GENERAL HOSPITAL,76,1,1,6999,2093271.0200000003,541640.4799999999,1
1024,HEALTH CENTER NORTHWEST,10,1,1,2101,22516.12,14208.04,20
1025,HEALTH CENTRAL,89,1,1,6706,2440315.5599999987,592442.8199999998,1
1026,"HEALTHALLIANCE HOSPITALS, INC",59,1,1,5425,853040.3300000001,392621.5600000002,0
1027,HEALTHEAST ST JOHN'S HOSPITAL,96,1,1,15481,1964363.4700000011,641244.47,1
1028,HEALTHEAST WOODWINDS HOSPITAL,52,1,1,3219,957348.6299999999,306245.9699999999,0
1029,HEALTHMARK REGIONAL MEDICAL CENTER,20,1,1,503,217645.56000000006,76206.28,20
1030,HEALTHSOURCE SAGINAW,1,1,1,83,5406.86,3882.57,20
1031,HEART HOSPITAL OF AUSTIN,2,1,1,37,99188.16,16633.22,20
1032,HEART HOSPITAL OF LAFAYETTE,30,1,1,8468,697901.9700000003,190764.29000000004,7
1033,HEART HOSPITAL OF NEW MEXICO,33,1,1,1136,1310277.68,268818.65,0
1034,HEART OF FLORIDA REGIONAL MEDICAL CENTER,87,1,1,5212,4065009.5600000015,600733.02,18
1035,HEART OF LANCASTER REGIONAL MEDICAL CENTER,28,1,1,1181,425298.9,118202.35999999999,7
1036,HEARTLAND REGIONAL MEDICAL CENTER,124,2,2,107810,5453167.37,1512713.2799999998,17
1037,HEARTLAND SURGICAL SPEC HOSPITAL,14,1,1,892,244500.02000000005,68266.54000000001,20
1038,HEBREW HOME AND HOSPITAL INC,4,1,1,67,41312.079999999994,35430.7,20
1039,HELEN ELLIS MEMORIAL HOSPITAL,61,1,1,6439,1204959.25,270343.84,0
1040,HELEN KELLER MEMORIAL HOSPITAL,71,1,1,4082,977705.3200000002,396114.89999999985,14
1041,HELENA REGIONAL MEDICAL CENTER,25,1,1,745,549227.3199999998,136897.14,7
1042,HEMET VALLEY MEDICAL CENTER,72,1,1,3333,2457544.540000001,672606.8,1
1043,HENDERSON COUNTY COMMUNITY HOSPITAL,24,1,1,694,508601.5699999999,97282.12000000001,7
1044,HENDERSONVILLE MEDICAL CENTER,44,1,1,2307,1367086.6200000003,276515.55,0
1045,HENDRICK MEDICAL CENTER,116,1,1,11523,3597047.769999999,859215.29,16
1046,HENDRICKS REGIONAL HEALTH,66,1,1,4706,1067465.3599999999,365620.4800000002,14
1047,HENNEPIN COUNTY MEDICAL CENTER,95,1,1,44654,2246319.279999999,1205986.2100000002,4
1048,HENRICO DOCTORS' HOSPITAL,112,1,1,11392,6615768.929999997,953621.5200000001,10
1049,HENRIETTA D GOODALL HOSPITAL,47,1,1,4637,434423.54000000015,200374.61999999997,0
1050,HENRY COUNTY MEDICAL CENTER,61,1,1,4534,947293.4500000002,318866.3299999999,0
1051,HENRY COUNTY MEMORIAL HOSPITAL,53,1,1,3815,778749.8800000001,244794.31999999998,0
1052,HENRY FORD HOSPITAL,116,1,1,34849,2964114.520000002,1317001.6900000002,4
1053,HENRY FORD MACOMB HOSPITAL,120,1,1,14730,2135997.9599999986,921559.1400000001,18
1054,HENRY FORD WEST BLOOMFIELD HOSPITAL,93,1,1,7126,1906351.2900000005,585590.7900000002,1
1055,HENRY FORD WYANDOTTE HOSPITAL,107,1,1,9979,1951071.139999999,857790.8299999997,18
1056,HENRY MAYO NEWHALL MEMORIAL HOSPITAL,72,1,1,4025,5400162.540000001,649282.8399999999,18
1057,"HENRY MEDICAL CENTER, INC",95,1,1,6057,2621324.4400000004,720311.9900000005,1
1058,HENRYETTA MEDICAL CENTER,14,1,1,561,97199.15,42957.83,20
1059,HEREFORD REGIONAL MEDICAL CENTER,12,1,1,345,35056.619999999995,20662.729999999996,20
1060,HERITAGE HOSPITAL,58,1,1,2697,1075331.34,340868.58,0
1061,HERITAGE MEDICAL CENTER,46,1,1,3116,640796.4799999999,174292.93999999997,0
1062,HERITAGE PARK SURGICAL HOSPITAL,1,1,1,18,33310.61,10063.78,20
1063,HERITAGE VALLEY BEAVER,88,1,1,5148,1180413.4900000005,565238.88,14
1064,HERITAGE VALLEY SEWICKLEY,45,1,1,1818,512003.86,238136.42000000004,0
1065,HERRIN HOSPITAL,76,1,1,7039,1398941.8099999996,483670.4199999999,14
1066,HEYWOOD HOSPITAL,58,1,1,9258,429165.0699999998,287768.7900000001,0
1067,HI-DESERT MEDICAL CENTER,31,1,1,979,759307.3600000002,239149.02,7
1068,HIALEAH HOSPITAL,67,1,1,3140,4069726.41,679361.9700000001,1
1069,HIGH POINT REGIONAL HOSPITAL,106,1,1,8266,2361138.0499999993,819707.8100000002,18
1070,HIGHLAND COMMUNITY  HOSPITAL,32,1,1,1967,397778.2100000001,147195.85,7
1071,HIGHLAND HOSPITAL,71,1,1,3893,828616.8500000001,547531.9299999999,14
1072,HIGHLANDS HOSPITAL,21,1,1,755,100601.84,42190.219999999994,20
1073,HIGHLANDS MEDICAL CENTER,39,1,1,2423,395260.98000000004,168343.03000000006,7
1074,HIGHLANDS REGIONAL MEDICAL CENTER,88,2,2,8356,2924511.009999998,800944.9600000001,11
1075,HIGHLINE MEDICAL CENTER,67,1,1,7924,1939061.9500000004,548992.2500000001,14
1076,HILL COUNTRY MEMORIAL HOSPITAL INC,46,1,1,3627,590312.6199999999,250685.17,0
1077,HILL HOSPITAL OF SUMTER COUNTY,4,1,1,130,15613.119999999999,14071.26,20
1078,HILL REGIONAL HOSPITAL,30,1,1,1147,494047.30000000005,116291.98,7
1079,HILLCREST BAPTIST MEDICAL CENTER,84,1,1,12430,2128679.3500000006,686458.26,1
1080,HILLCREST HOSPITAL,112,1,1,20212,2832886.2200000016,777213.0500000005,4
1081,HILLCREST MEDICAL CENTER,110,1,1,12262,3789222.8100000005,1095234.7700000007,16
1082,HILLCREST MEMORIAL HOSPITAL,27,1,1,2206,401787.7899999999,134438.45,7
1083,HILLSDALE COMMUNITY HEALTH CENTER,43,1,1,2809,502117.3900000001,231189.17000000004,0
1084,HILLSIDE HOSPITAL,25,1,1,1167,281991.83,110748.33000000002,7
1085,HILO MEDICAL CENTER,48,1,1,1715,946207.4700000001,522073.83,0
1086,HILTON HEAD REGIONAL MEDICAL CENTER,56,1,1,8421,1487651.52,457864.29000000004,14
1087,HINSDALE HOSPITAL,95,1,1,8427,3379330.3100000005,769371.5499999999,18
1088,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,113,1,1,23155,3907473.8300000015,933844.0199999997,4
1089,HOAG ORTHOPEDIC INSTITUTE,6,1,1,989,301833.97,77418.17,20
1090,HOBOKEN UNIVERSITY MEDICAL CENTER,64,1,1,7721,2623241.139999999,474906.9999999999,14
1091,HOLLAND COMMUNITY HOSPITAL,64,1,1,4951,911789.61,364021.97,0
1092,HOLLYWOOD COMMUNITY HOSPITAL OF HOLLYWOOD,39,1,1,2855,1130734.0000000002,422249.8700000001,0
1093,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,77,1,1,3821,4192222.3899999997,1022688.66,18
1094,HOLMES REGIONAL MEDICAL CENTER,120,1,1,15660,4084757.2499999986,843929.7300000004,16
1095,HOLY CROSS HOSPITAL,104,2,2,10909,3096087.3699999996,1765614.0700000003,5
1096,HOLY CROSS HOSPITAL A DIV OF TAOS HEALTH SYSTEMS,27,1,1,5284,243985.44000000003,150468.50000000003,7
1097,HOLY CROSS HOSPITAL INC,122,1,1,115512,5030754.72,848914.98,9
1098,HOLY FAMILY HOSPITAL,92,1,1,12417,1290494.5000000002,641887.5100000001,1
1099,HOLY FAMILY MEMORIAL INC,50,1,1,28234,556676.1000000002,192912.53,0
1100,HOLY NAME MEDICAL CENTER,106,1,1,9673,4432118.999999999,970580.0900000001,16
1101,HOLY REDEEMER HOSPITAL AND MEDICAL CENTER,95,1,1,6559,5103468.029999998,637176.4299999999,18
1102,HOLY SPIRIT HOSPITAL,103,1,1,10337,2754519.0400000014,684175.83,18
1103,HOLYOKE MEDICAL CENTER,78,1,1,20176,749172.2999999999,467720.68000000005,14
1104,HOLZER MEDICAL CENTER,64,1,1,2656,1097136.2899999998,432033.78000000014,14
1105,HOMER MEMORIAL HOSPITAL,29,1,1,1240,310997.67000000004,127860.78,7
1106,HOMESTEAD HOSPITAL,54,1,1,2971,2080633.8899999997,435897.9699999999,14
1107,HOPKINS COUNTY MEMORIAL HOSPITAL,42,1,1,2464,428137.7899999999,164563.83,7
1108,HORIZON MEDICAL CENTER,45,1,1,2004,1094953.75,294299.6899999999,0
1109,HOSPITAL FOR SPECIAL SURGERY,19,1,1,17777,469663.0299999999,147465.61,7
1110,"HOSPITAL OF CENTRAL CONNECTICUT, THE",109,1,1,15342,2332264.610000001,933138.5100000001,18
1111,HOSPITAL OF ST RAPHAEL,116,1,1,20248,4010676.7500000005,1198069.2299999997,16
1112,HOSPITAL OF UNIV OF PENNSYLVANIA,113,1,1,120483,7378320.720000002,1373767.76,3
1113,HOT SPRING COUNTY MEDICAL CENTER,38,1,1,1753,352174.6,154265.99999999997,7
1114,HOUSTON MEDICAL CENTER,100,1,1,11184,2202098.3000000007,749013.1299999999,1
1115,HOUSTON NORTHWEST MEDICAL CENTER,98,1,1,5200,4652922.530000002,833422.0299999997,16
1116,HOUSTON PHYSICIANS' HOSPITAL,8,1,1,1320,442086.94999999995,75049.65,20
1117,HOWARD COUNTY GENERAL HOSPITAL,87,1,1,4465,1014288.0700000001,955550.5800000001,1
1118,HOWARD REGIONAL HEALTH SYSTEM,68,1,1,10823,1369691.3999999997,437766.48999999993,14
1119,HOWARD UNIVERSITY HOSPITAL,76,1,1,13102,2076180.2200000007,950643.9500000001,1
1120,HOWARD YOUNG MED CTR,42,1,1,2686,533876.3800000001,231607.66000000006,0
1121,HUALAPAI MOUNTAIN MEDICAL CENTER,19,1,1,382,584064.4400000001,118983.68000000001,7
1122,HUDSON VALLEY HOSPITAL CENTER,74,1,1,5520,2661105.8399999994,635203.9,1
1123,HUGH CHATHAM MEMORIAL HOSPITAL,59,1,1,6644,868116.36,290889.35,0
1124,HUGHSTON HOSPITAL,7,1,1,824,224479.12,57384.47,20
1125,HUGULEY HEALTH SYSTEM,87,1,1,4984,2963473.1499999994,572354.81,1
1126,HUMBOLDT GENERAL HOSPITAL INC,14,1,1,358,82507.40000000001,57927.63999999999,20
1127,HUNT REGIONAL MEDICAL CENTER,61,1,1,5175,1066632.5400000007,338371.95999999996,0
1128,HUNTERDON MEDICAL CENTER,84,1,1,16655,2177203.0199999996,632443.3400000002,1
1129,HUNTINGTON BEACH HOSPITAL,39,1,1,2569,1136687.2,298685.08999999997,0
1130,HUNTINGTON HOSPITAL,102,1,1,6496,3561457.4999999995,958928.8399999997,18
1131,HUNTINGTON MEMORIAL HOSPITAL,111,1,1,21521,6623049.929999997,1182794.0399999996,10
1132,HUNTSVILLE HOSPITAL,121,1,1,45883,3946712.2800000026,928277.7700000001,15
1133,HUNTSVILLE MEMORIAL HOSPITAL,46,1,1,3627,808786.9600000002,222848.50999999995,0
1134,HURLEY MEDICAL CENTER,84,1,1,5588,2419321.2299999986,955506.9400000001,18
1135,HURON HOSPITAL,45,1,1,5945,819757.11,315481.42999999993,0
1136,HURON MEDICAL CENTER,33,1,1,1841,176635.21000000002,150607.97,7
1137,HURON VALLEY-SINAI HOSPITAL,85,1,1,5496,2099047.22,737147.1999999998,1
1138,HUTCHESON MEDICAL CENTER,39,1,1,3431,566592.66,185987.46000000002,7
1139,HUTCHINSON AREA HEALTH CARE,27,1,1,5019,300219.1700000001,141493.61999999997,7
1140,HUTCHINSON REGIONAL MEDICAL CENTER INC,77,1,1,5129,1774447.5500000005,578016.06,14
1141,IBERIA GENERAL HOSPITAL AND MEDICAL CENTER,51,1,1,3494,1264307.0899999996,274333.54999999993,0
1142,ILLINOIS VALLEY COMMUNITY HOSPITAL,40,1,1,4795,515216.80999999994,162186.10000000006,7
1143,INDIAN PATH MEDICAL CENTER,46,1,1,2583,1338509.4900000002,292020.42999999993,0
1144,INDIAN RIVER MEDICAL CENTER,111,1,1,38457,1848443.3700000003,803547.8299999998,4
1145,INDIANA HEART HOSPITAL THE,35,1,1,9787,996899.9899999998,250385.62000000002,0
1146,INDIANA ORTHOPAEDIC HOSPITAL LLC,8,1,1,3053,153070.29,52116.14,20
1147,INDIANA REGIONAL MEDICAL CENTER,70,1,1,7913,697298.7200000002,313777.47000000003,0
1148,INDIANA UNIVERSITY HEALTH,121,1,1,18368,4373561.969999999,1433542.9099999997,10
1149,INDIANA UNIVERSITY HEALTH ARNETT HOSPITAL,83,1,1,3914,2787928.110000001,743907.6699999998,1
1150,INDIANA UNIVERSITY HEALTH BALL MEMORIAL HOSPITAL,112,1,1,13664,3488015.040000002,960788.0099999995,16
1151,INDIANA UNIVERSITY HEALTH BLOOMINGTON HOSPITAL,107,1,1,16170,2581280.0800000005,857638.3199999998,18
1152,INDIANA UNIVERSITY HEALTH LA PORTE HOSPITAL,75,1,1,6808,2098295.1700000004,456079.17,14
1153,INDIANA UNIVERSITY HEALTH MORGAN HOSPITAL INC,35,1,1,2650,498006.7,135061.09,7
1154,INDIANA UNIVERSITY HEALTH NORTH HOSPITAL,44,1,1,2006,1087271.8699999999,314552.3199999999,0
1155,INDIANA UNIVERSITY HEALTH STARKE HOSPITAL,19,1,1,980,218550.98999999996,70486.79000000001,20
1156,INFIRMARY WEST,20,1,1,547,339209.0100000001,92504.10000000002,20
1157,INGALLS MEMORIAL HOSPITAL,110,1,1,12241,2889420.319999998,818090.5599999999,18
1158,INLAND HOSPITAL,27,1,1,3515,288399.94999999995,159804.59000000003,7
1159,INOVA ALEXANDRIA HOSPITAL,101,1,1,7794,2276551.19,846445.1899999998,18
1160,INOVA FAIR OAKS HOSPITAL,74,1,1,4413,1346214.01,544573.99,14
1161,INOVA FAIRFAX HOSPITAL,118,1,1,12346,2732461.1099999985,1153414.4899999995,16
1162,INOVA LOUDOUN HOSPITAL,85,1,1,4718,1661869.5899999996,593825.38,1
1163,INOVA MOUNT VERNON HOSPITAL,63,1,1,6503,1116808.3299999998,397044.98,14
1164,INSTITUTE FOR ORTHOPEDIC SURGERY,3,1,1,776,56351.32,12978.66,20
1165,INTEGRIS BAPTIST MEDICAL CENTER,118,1,1,23524,5447114.510000002,1117750.0200000007,10
1166,INTEGRIS BAPTIST REG HEALTH CENTER,43,1,1,2057,488258.1900000001,177041.93999999997,7
1167,INTEGRIS BASS BAPTIST HEALTH CENTER,49,1,1,4610,1568252.71,356577.47,0
1168,INTEGRIS BLACKWELL REGIONAL HOSPITAL,13,1,1,438,166427.00000000003,66266.55,20
1169,INTEGRIS CANADIAN VALLEY  HOSPITAL,28,1,1,1194,744003.51,136081.51000000004,7
1170,INTEGRIS CLINTON REGIONAL HOSPITAL,24,1,1,846,263099.9199999999,117251.00999999998,7
1171,INTEGRIS GROVE HOSPITAL,44,1,1,2165,628160.6699999997,218339.59000000003,0
1172,INTEGRIS MAYES COUNTY MEDICAL CENTER,19,1,1,1279,150541.69000000003,77919.85999999999,20
1173,INTEGRIS SEMINOLE MEDICAL CENTER,18,1,1,708,85347.4,33804.24,20
1174,INTEGRIS SOUTHWEST MEDICAL CENTER,95,1,1,14994,3846735.1199999987,734641.3100000002,18
1175,INTERFAITH MEDICAL CENTER,47,1,1,7156,1212220.7300000002,634148.5800000002,14
1176,INTERMOUNTAIN MEDICAL CENTER,113,1,1,23730,2538590.7699999996,992709.1600000004,4
1177,IOWA LUTHERAN HOSPITAL,65,1,1,3391,1323241.7999999998,427283.86000000004,14
1178,IOWA METHODIST MEDICAL CENTER,114,1,1,9321,3227615.7300000014,897936.7599999998,18
1179,"IRA DAVENPORT MEMORIAL HOSPITAL, INC",19,1,1,1916,78492.65000000002,53662.62999999999,20
1180,IREDELL MEMORIAL HOSPITAL INC,97,1,1,6703,2621475.080000001,674872.1499999998,1
1181,IROQUOIS MEMORIAL HOSPITAL,34,1,1,1600,269331.54000000004,167330.29000000004,7
1182,IRVING COPPELL SURGICAL HOSPITAL LLP,4,1,1,568,41692.89,17421.62,20
1183,ISLAND HOSPITAL,41,1,1,6186,359316.61,191404.08,7
1184,IU HEALTH GOSHEN HOSPITAL,69,1,1,7743,1247447.83,363762.7799999999,14
1185,IU HEALTH WEST HOSPITAL,71,1,1,3796,1726482.8399999999,470821.25,14
1186,IVINSON MEMORIAL HOSPITAL,20,1,1,1094,175700.75,103311.43999999997,20
1187,J C BLAIR MEMORIAL HOSPITAL,37,1,1,3129,269512.7099999999,120352.59999999999,7
1188,J PAUL JONES HOSPITAL,1,1,1,12,4616.58,4852.25,20
1189,JACK HUGHSTON MEMORIAL HOSPITAL,11,1,1,940,303624.16,101101.08,20
1190,JACKSON COUNTY MEMORIAL HOSPITAL,49,1,1,2186,843584.1299999997,328374.19,0
1191,JACKSON GENERAL HOSPITAL,27,1,1,1355,296473.60000000003,120877.32999999999,7
1192,JACKSON HOSPITAL,50,1,1,2700,576923.72,250340.75999999992,0
1193,JACKSON HOSPITAL & CLINIC INC,102,1,1,8271,2674757.8799999994,703001.05,18
1194,JACKSON MEDICAL CENTER,11,1,1,774,39758.380000000005,31062.34,20
1195,JACKSON MEMORIAL HOSPITAL,112,1,1,28742,4562056.49,1740585.15,10
1196,JACKSON PARK HOSPITAL,46,1,1,2348,1595245.5,455590.50000000006,0
1197,JACKSON PURCHASE MEDICAL CENTER,53,1,1,2799,819498.6300000004,290702.38000000006,0
1198,JACKSON-MADISON COUNTY GENERAL HOSPITAL,119,1,1,23230,2079555.2099999993,905301.9799999994,4
1199,JACKSONVILLE MEDICAL CENTER,16,1,1,1035,232495.08,48725.30000000001,20
1200,JACOBI MEDICAL CENTER,54,1,1,1476,1173989.3700000003,1051315.2999999998,14
1201,JAMAICA HOSPITAL MEDICAL CENTER,83,1,1,15616,1293229.9999999998,1025821.5600000005,1
1202,JAMES LAWRENCE KERNAN HOSPITAL INC,3,1,1,126,42460.82,39990.630000000005,20
1203,JAMESON MEMORIAL HOSPITAL,66,1,1,4517,660219.9200000002,340977.22,0
1204,JAMESTOWN REGIONAL MEDICAL CENTER,39,1,1,1478,503044.5,151679.87999999998,7
1205,JANE PHILLIPS MEDICAL CENTER,60,1,1,5824,825124.04,339393.54000000004,0
1206,JAY HOSPITAL,19,1,1,673,293431.46,86760.10000000002,20
1207,JEANES HOSPITAL,70,1,1,4000,4217105.9799999995,485261.21,1
1208,JEFFERSON COUNTY HOSPITAL,6,1,1,289,29398.18,19595.179999999997,20
1209,JEFFERSON HOSPITAL,17,1,1,521,79008.28,53369.61999999999,20
1210,JEFFERSON REGIONAL MEDICAL CENTER,115,3,3,21404,5306733.909999997,1825523.069999999,13
1211,JELLICO COMMUNITY HOSPITAL,33,1,1,1606,219004.43999999992,132749.55999999997,7
1212,JENNERSVILLE REGIONAL HOSPITAL,48,1,1,2707,1376170.5099999995,204475.27999999988,0
1213,JENNIE EDMUNDSON HOSPITAL,64,1,1,5060,1109178.1999999997,347170.58,14
1214,JENNIE STUART MEDICAL CENTER,66,1,1,6569,1068372.0300000005,402211.56999999983,14
1215,JENNINGS AMERICAN LEGION HOSPITAL,36,1,1,1423,520929.4599999999,186734.58999999997,7
1216,JERSEY COMMUNITY HOSPITAL,31,1,1,1043,210973.81000000003,128310.48000000004,7
1217,JERSEY SHORE UNIVERSITY MEDICAL CENTER,118,1,1,12955,6939005.219999998,1047623.8799999997,10
1218,JEWISH HOSPITAL & ST MARY'S HEALTHCARE,124,1,1,32461,3031630.5800000005,1009860.2499999995,4
1219,JEWISH HOSPITAL - SHELBYVILLE,39,1,1,3612,496421.45000000007,154679.22000000003,7
1220,"JEWISH HOSPITAL, LLC",99,1,1,7940,2267276.1899999985,756700.89,1
1221,JFK MEDICAL CENTER,113,1,1,9819,5923184.510000004,937295.9900000001,16
1222,JFK MEDICAL CTR - ANTHONY M. YELENCSICS COMMUNITY,110,1,1,11319,5530476.149999996,982804.9300000003,16
1223,JOHN C LINCOLN DEER VALLEY HOSPITAL,62,1,1,2551,2486646.880000001,552955.72,14
1224,JOHN C LINCOLN NORTH MOUNTAIN HOSPITAL,79,1,1,3623,3183542.0599999987,727669.1700000003,1
1225,JOHN D ARCHBOLD MEMORIAL HOSPITAL,94,1,1,14389,2405587.1399999997,734088.9099999998,1
1226,JOHN DEMPSEY HOSPITAL,85,1,1,33472,1659159.2600000002,970669.1499999997,4
1227,"JOHN ED CHAMBERS MEM HOSP, INC",31,1,1,959,131533.99000000002,134894.08,7
1228,"JOHN F KENNEDY MEMORIAL HOSPITAL, INC",47,1,1,8484,2800634.9200000013,446426.2399999999,14
1229,JOHN H STROGER JR HOSPITAL,42,1,1,1052,579366.13,493905.87999999995,0
1230,JOHN MUIR MEDICAL CENTER - CONCORD CAMPUS,85,1,1,4211,9073157.36,1083750.9900000002,10
1231,JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS,105,1,1,10389,10168594.93,1275940.8400000005,10
1232,JOHN RANDOLPH MEDICAL CENTER,57,1,1,2271,2365350.1600000006,312346.07,14
1233,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,105,1,1,8896,3693642.5400000005,856222.3800000002,18
1234,JOHNS HOPKINS BAYVIEW MEDICAL CENTER,92,1,1,4632,1475101.6499999997,1390051.9500000002,18
1235,"JOHNS HOPKINS HOSPITAL, THE",94,1,1,5429,2260078.3999999994,2131831.37,10
1236,JOHNSON CITY MEDICAL CENTER,116,1,1,14301,4114774.15,937247.5399999997,16
1237,JOHNSON MEMORIAL HOSPITAL,50,2,2,7422,1225943.0700000008,428205.5599999999,11
1238,JOHNSON REGIONAL MEDICAL CENTER,27,1,1,1199,187729.09000000003,120798.98999999999,7
1239,JOHNSTON MEMORIAL HOSPITAL,99,2,2,19322,4344261.849999999,1155479.17,5
1240,JONES MEMORIAL HOSPITAL,32,1,1,1657,164814.45,125689.43999999996,7
1241,JORDAN HOSPITAL INC,101,1,1,29427,1185020.1000000006,669323.9800000002,4
1242,JORDAN VALLEY MEDICAL CENTER,61,1,1,3045,1237075.4199999997,408263.6200000001,14
1243,JPS HEALTH NETWORK,72,1,1,69884,1834718.6600000006,526271.1199999999,12
1244,JUPITER MEDICAL CENTER,103,1,1,12031,3420275.5200000005,710948.5200000004,18
1245,KADLEC REGIONAL MEDICAL CENTER,98,1,1,15042,2303832.24,793202.4900000001,18
1246,KAISER FOUNDATION HOSP SO SACRAMENTO,8,1,1,152,234035.42,81878.53,20
1247,KAISER FOUNDATION HOSPITAL,9,2,2,210,276647.5,157552.45999999996,11
1248,KAISER FOUNDATION HOSPITAL - ANTIOCH,4,1,1,76,164464.13,50063.06,20
1249,KAISER FOUNDATION HOSPITAL - BALDWIN PARK,3,1,1,47,44792.19,20870.78,20
1250,KAISER FOUNDATION HOSPITAL - DOWNEY,5,1,1,108,116251.8,44260.93,20
1251,KAISER FOUNDATION HOSPITAL - LOS ANGELES,6,1,1,95,283729.48,98849.36,20
1252,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,6,1,1,106,140438.84,56757.34,20
1253,KAISER FOUNDATION HOSPITAL - REDWOOD CITY,4,1,1,61,145808.88,46859.770000000004,20
1254,KAISER FOUNDATION HOSPITAL - SACRAMENTO,33,1,1,764,1375021.1900000002,373531.55000000005,0
1255,KAISER FOUNDATION HOSPITAL - SAN DIEGO,15,1,1,266,317767.06000000006,107249.14,20
1256,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,5,1,1,93,188524.23,85298.17,20
1257,KAISER FOUNDATION HOSPITAL - SOUTH BAY,7,1,1,120,147969.65000000002,53725.69,20
1258,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,3,1,1,70,104183.23,38434.93,20
1259,KAISER FOUNDATION HOSPITAL - WALNUT CREEK,6,1,1,117,213216.68,66107.29,20
1260,KAISER FOUNDATION HOSPITAL - WEST LA,7,1,1,130,174707.03999999998,52878.97,20
1261,KAISER FOUNDATION HOSPITAL - WOODLAND HILLS,1,1,1,30,39274.6,14177.67,20
1262,KAISER FOUNDATION HOSPITAL ANAHEIM,7,1,1,97,168719.46,59128.479999999996,20
1263,KAISER FOUNDATION HOSPITAL AND REHAB CENTER,12,1,1,251,384730.55,117024.91,20
1264,KAISER FOUNDATION HOSPITAL FONTANA,18,1,1,354,371883.44999999995,161482.3,7
1265,KAISER FOUNDATION HOSPITAL FREMONT/HAYWARD,8,1,1,157,234543.55,81703.1,20
1266,KAISER FOUNDATION HOSPITAL MANTECA,2,1,1,24,83661.73,17334.489999999998,20
1267,KAISER FOUNDATION HOSPITAL OAKLAND/RICHMOND,11,1,1,253,372849.94,117524.62000000001,20
1268,"KAISER FOUNDATION HOSPITAL, RIVERSIDE",4,1,1,80,84519.29000000001,39202.7,20
